"country","category","movie","total_revenue"
"China","Music","Vanishing Rocky","16.98"
"China","Music","Wizard Coldblooded","4.99"
"China","Music","Won Dares","7.98"
"China","Music","Words Hunter","8.99"
"China","Music","Youth Kick","3.99"
"China","New","Amistad Midsummer","3.99"
"China","New","Attraction Newton","17.97"
"China","New","Birds Perdition","12.98"
"China","New","Boulevard Mob","6.98"
"China","New","Brannigan Sunrise","8.99"
"China","New","Breakfast Goldfinger","5.99"
"China","New","Breaking Home","7.98"
"China","New","Butterfly Chocolat","14.95"
"China","New","Cleopatra Devil","14.94"
"China","New","Dragonfly Strangers","9.98"
"China","New","Eagles Panky","26.97"
"China","New","Fatal Haunted","2.99"
"China","New","Flamingos Connecticut","4.99"
"China","New","Frontier Cabin","4.99"
"China","New","Godfather Diary","2.99"
"China","New","Hours Rage","4.96"
"China","New","Idaho Love","3.99"
"China","New","Interview Liaisons","4.99"
"China","New","Jekyll Frogmen","22.95"
"China","New","Jungle Closer","3.99"
"China","New","Loverboy Attacks","1.99"
"China","New","Maiden Home","20.97"
"China","New","Mannequin Worst","4.99"
"China","New","Mask Peach","2.99"
"China","New","Mine Titans","20.98"
"China","New","Oklahoma Jumanji","1.98"
"China","New","Phantom Glory","2.99"
"China","New","Platoon Instinct","9.98"
"China","New","Pluto Oleander","4.99"
"China","New","Redemption Comforts","13.98"
"China","New","Ridgemont Submarine","18.96"
"China","New","Salute Apollo","12.96"
"China","New","Samurai Lion","9.98"
"China","New","Sleepy Japanese","12.98"
"China","New","Sting Personal","9.99"
"China","New","Stock Glass","2.99"
"China","New","Troopers Metal","4.98"
"China","New","Unbreakable Karate","0.99"
"China","New","Vampire Whale","7.99"
"China","New","Vanished Garden","6.98"
"China","New","Varsity Trip","5.98"
"China","New","Voice Peach","1.98"
"China","Sci-Fi","Annie Identity","10.97"
"China","Sci-Fi","Armageddon Lost","0.99"
"China","Sci-Fi","Badman Dawn","17.96"
"China","Sci-Fi","Barbarella Streetcar","11.98"
"China","Sci-Fi","Beverly Outlaw","10.98"
"China","Sci-Fi","Bingo Talented","5.98"
"China","Sci-Fi","Camelot Vacation","16.97"
"China","Sci-Fi","Chainsaw Uptown","0.99"
"China","Sci-Fi","Charade Duffel","4.99"
"China","Sci-Fi","Chariots Conspiracy","9.98"
"China","Sci-Fi","Cheaper Clyde","2.99"
"China","Sci-Fi","Cincinatti Whisperer","4.99"
"China","Sci-Fi","Citizen Shrek","1.99"
"China","Sci-Fi","Disturbing Scarface","7.98"
"China","Sci-Fi","Divide Monster","2.99"
"China","Sci-Fi","English Bulworth","12.97"
"China","Sci-Fi","Express Lonely","2.99"
"China","Sci-Fi","Eyes Driving","6.98"
"China","Sci-Fi","Fiddler Lost","13.98"
"China","Sci-Fi","Fish Opus","8.98"
"China","Sci-Fi","Frisco Forrest","5.99"
"China","Sci-Fi","Garden Island","6.99"
"China","Sci-Fi","Goodfellas Salute","16.98"
"China","Sci-Fi","Graffiti Love","0.99"
"China","Sci-Fi","Hanky October","2.99"
"China","Sci-Fi","Hollow Jeopardy","4.99"
"China","Sci-Fi","Identity Lover","5.98"
"China","Sci-Fi","License Weekend","5.98"
"China","Sci-Fi","Married Go","11.96"
"China","Sci-Fi","Metropolis Coma","9.98"
"China","Sci-Fi","Mourning Purple","0.99"
"China","Sci-Fi","Nemo Campus","2.99"
"China","Sci-Fi","None Spiking","5.97"
"China","Sci-Fi","Open African","4.99"
"China","Sci-Fi","Panther Reds","14.97"
"China","Sci-Fi","Reign Gentlemen","8.99"
"China","Sci-Fi","Stallion Sundance","0.99"
"China","Sci-Fi","Sun Confessions","3.99"
"China","Sci-Fi","Titans Jerk","9.99"
"China","Sci-Fi","Vacation Boondock","5.98"
"China","Sci-Fi","Weekend Personal","7.98"
"China","Sci-Fi","Wonderland Christmas","11.98"
"China","Sports","Aladdin Calendar","4.99"
"China","Sports","Anonymous Human","2.99"
"China","Sports","Bubble Grosse","4.99"
"China","Sports","California Birds","4.99"
"China","Sports","Driver Annie","9.97"
"China","Sports","Drop Waterfront","4.99"
"China","Sports","Dude Blindness","9.99"
"China","Sports","Durham Panky","9.98"
"China","Sports","Evolution Alter","0.99"
"China","Sports","Exorcist Sting","7.98"
"China","Sports","Flight Lies","11.98"
"China","Sports","Gunfighter Mussolini","15.98"
"China","Sports","Holes Brannigan","11.98"
"China","Sports","Honey Ties","8.98"
"China","Sports","Hysterical Grail","9.98"
"China","Sports","Image Princess","11.98"
"China","Sports","Instinct Airport","2.99"
"China","Sports","Jade Bunch","2.99"
"China","Sports","Joon Northwest","12.97"
"China","Sports","Kramer Chocolate","8.99"
"China","Sports","Lesson Cleopatra","3.99"
"China","Sports","Loser Hustler","11.98"
"China","Sports","Mermaid Insects","7.99"
"China","Sports","Mile Mulan","0.99"
"China","Sports","Mother Oleander","12.98"
"China","Sports","Mummy Creatures","5.99"
"China","Sports","Neighbors Charade","1.99"
"China","Sports","Northwest Polish","2.99"
"China","Sports","Novocaine Flight","0.99"
"China","Sports","Peach Innocent","6.99"
"China","Sports","Peak Forever","4.99"
"China","Sports","Philadelphia Wife","4.99"
"China","Sports","Pickup Driving","5.99"
"China","Sports","Pirates Roxanne","2.99"
"China","Sports","Poseidon Forever","11.98"
"China","Sports","Records Zorro","12.98"
"China","Sports","River Outlaw","9.98"
"China","Sports","Roses Treasure","22.96"
"China","Sports","Satisfaction Confidential","15.98"
"China","Sports","Saturday Lambs","4.99"
"China","Sports","Seabiscuit Punk","2.99"
"China","Sports","Secretary Rouge","20.97"
"China","Sports","Sense Greek","7.99"
"China","Sports","Shakespeare Saddle","13.96"
"China","Sports","Sierra Divide","0.99"
"China","Sports","Slipper Fidelity","1.99"
"China","Sports","Squad Fish","7.98"
"China","Sports","Steers Armageddon","4.99"
"China","Sports","Straight Hours","0.99"
"China","Sports","Talented Homicide","2.98"
"China","Sports","Tights Dawn","5.97"
"China","Sports","Tourist Pelican","4.99"
"China","Sports","Trading Pinocchio","9.98"
"China","Sports","Tuxedo Mile","7.99"
"China","Travel","Basic Easy","5.98"
"China","Travel","Boiled Dares","9.98"
"China","Travel","Bucket Brotherhood","4.99"
"China","Travel","Casablanca Super","6.99"
"China","Travel","Cassidy Wyoming","3.99"
"China","Travel","Coma Head","12.98"
"China","Travel","Comforts Rush","3.99"
"China","Travel","Drumline Cyclone","2.99"
"China","Travel","Enough Raging","9.97"
"China","Travel","Escape Metropolis","7.98"
"China","Travel","Expecations Natural","4.99"
"China","Travel","Fellowship Autumn","4.99"
"China","Travel","Frogmen Breaking","0.99"
"China","Travel","Fugitive Maguire","4.99"
"China","Travel","Games Bowfinger","4.99"
"China","Travel","Igby Maker","11.98"
"China","Travel","Kick Savannah","15.94"
"China","Travel","Liaisons Sweet","5.99"
"China","Travel","Lock Rear","2.99"
"China","Travel","Moulin Wake","2.98"
"China","Travel","Muscle Bright","2.99"
"China","Travel","Others Soup","14.96"
"China","Travel","Outlaw Hanky","4.99"
"China","Travel","Papi Necklace","6.99"
"China","Travel","Shane Darkness","10.97"
"China","Travel","Shanghai Tycoon","2.99"
"China","Travel","Shawshank Bubble","11.98"
"China","Travel","Smile Earring","7.99"
"China","Travel","Speed Suit","7.99"
"China","Travel","Superfly Trip","0.99"
"China","Travel","Teen Apollo","17.98"
"China","Travel","Trouble Date","5.98"
"China","Travel","Valentine Vanishing","0.99"
"China","Travel","Window Side","2.99"
"China","Travel","Wolves Desire","2.99"
"China","Travel","Worker Tarzan","6.98"
"China","Travel","Working Microcosmos","4.99"
"Colombia","Action","American Circus","9.99"
"Colombia","Action","Antitrust Tomatoes","2.99"
"Colombia","Action","Darko Dorado","13.98"
"Colombia","Action","Dream Pickup","2.99"
"Colombia","Action","Drifter Commandments","4.99"
"Colombia","Action","Excitement Eve","0.99"
"Colombia","Action","Fool Mockingbird","10.99"
"Colombia","Action","Forrest Sons","4.99"
"Colombia","Action","Lust Lock","2.99"
"Colombia","Action","Minds Truman","8.99"
"Colombia","Action","Primary Glass","0.99"
"Colombia","Action","South Wait","3.99"
"Colombia","Animation","Canyon Stock","2.99"
"Colombia","Animation","Carol Texas","7.98"
"Colombia","Animation","Champion Flatliners","7.99"
"Colombia","Animation","Doors President","10.98"
"Colombia","Animation","Gangs Pride","6.99"
"Colombia","Animation","Horn Working","5.99"
"Colombia","Animation","Juggler Hardly","2.99"
"Colombia","Animation","Mission Zoolander","6.99"
"Colombia","Animation","Punk Divorce","5.99"
"Colombia","Animation","Telemark Heartbreakers","3.99"
"Colombia","Animation","Tracy Cider","4.98"
"Colombia","Animation","Wonka Sea","2.99"
"Colombia","Children","Empire Malkovich","0.99"
"Colombia","Children","Fargo Gandhi","2.99"
"Colombia","Children","Heartbreakers Bright","5.99"
"Colombia","Children","Microcosmos Paradise","3.99"
"Colombia","Children","Model Fish","4.99"
"Colombia","Children","Murder Antitrust","4.99"
"Colombia","Classics","Beast Hunchback","8.99"
"Colombia","Classics","Creepers Kane","5.99"
"Colombia","Classics","Timberland Sky","8.98"
"Colombia","Classics","Voyage Legally","0.99"
"Colombia","Comedy","Airplane Sierra","4.99"
"Colombia","Comedy","Daddy Pittsburgh","7.99"
"Colombia","Comedy","Hedwig Alter","2.99"
"Colombia","Comedy","Jaws Harry","2.99"
"Colombia","Comedy","Lion Uncut","0.99"
"Colombia","Comedy","Operation Operation","2.99"
"Colombia","Comedy","Valley Packer","6.99"
"Colombia","Comedy","Zorro Ark","14.98"
"Colombia","Documentary","Cupboard Sinners","4.99"
"Colombia","Documentary","Dancing Fever","2.99"
"Colombia","Documentary","Metal Armageddon","2.99"
"Colombia","Documentary","Mod Secretary","4.99"
"Colombia","Documentary","Notorious Reunion","0.99"
"Colombia","Documentary","Pacific Amistad","3.99"
"Colombia","Documentary","Pocus Pulp","2.99"
"Colombia","Documentary","Princess Giant","2.99"
"Colombia","Documentary","Sagebrush Clueless","2.99"
"Colombia","Documentary","Show Lord","4.99"
"Colombia","Documentary","Virginian Pluto","4.99"
"Colombia","Drama","Blade Polish","0.99"
"Colombia","Drama","Bunch Minds","4.99"
"Colombia","Drama","Coneheads Smoochy","4.99"
"Colombia","Drama","Craft Outfield","1.99"
"Colombia","Drama","Kwai Homeward","0.99"
"Colombia","Drama","Notting Speakeasy","0.99"
"Colombia","Drama","Pity Bound","7.99"
"Colombia","Drama","Rocky War","4.99"
"Colombia","Drama","Something Duck","8.99"
"Colombia","Family","Apache Divine","5.99"
"Colombia","Family","Atlantis Cause","2.99"
"Colombia","Family","Chocolat Harry","0.99"
"Colombia","Family","Feud Frogmen","0.99"
"Colombia","Family","Gables Metropolis","6.99"
"Colombia","Family","Grease Youth","0.99"
"Colombia","Family","Jedi Beneath","0.99"
"Colombia","Family","Opposite Necklace","4.99"
"Colombia","Family","Robbery Bright","3.99"
"Colombia","Family","Rush Goodfellas","4.98"
"Colombia","Family","Slums Duck","0.99"
"Colombia","Family","Spartacus Cheaper","6.99"
"Colombia","Family","Super Wyoming","4.99"
"Colombia","Family","Virtual Spoilers","9.99"
"Colombia","Foreign","Greek Everyone","3.99"
"Colombia","Foreign","Hoosiers Birdcage","3.99"
"Colombia","Foreign","Innocent Usual","10.99"
"Colombia","Foreign","Maude Mod","0.99"
"Colombia","Foreign","Past Suicides","4.99"
"Colombia","Foreign","Wash Heavenly","4.99"
"Colombia","Games","Autumn Crow","4.99"
"Colombia","Games","Darling Breaking","7.99"
"Colombia","Games","Moonshine Cabin","9.99"
"Colombia","Games","Name Detective","4.99"
"Colombia","Games","Nightmare Chill","7.99"
"Colombia","Games","Sassy Packer","0.99"
"Colombia","Games","Wind Phantom","1.99"
"Colombia","Horror","Ace Goldfinger","8.99"
"Colombia","Horror","Freddy Storm","5.99"
"Colombia","Horror","Lola Agent","7.99"
"Colombia","Horror","Reef Salute","0.99"
"Colombia","Horror","Rules Human","9.98"
"Colombia","Horror","Sleeping Suspects","4.99"
"Colombia","Horror","Swarm Gold","0.99"
"Colombia","Horror","Undefeated Dalmations","4.99"
"Colombia","Horror","Yentl Idaho","6.99"
"Colombia","Music","Alone Trip","2.99"
"Colombia","Music","Confidential Interview","6.99"
"Colombia","Music","Greatest North","2.99"
"Colombia","Music","Insider Arizona","3.99"
"Colombia","Music","Minority Kiss","0.99"
"Colombia","Music","Scalawag Duck","4.99"
"Colombia","Music","Song Hedwig","0.99"
"Colombia","Music","Telegraph Voyage","4.99"
"Colombia","Music","Terminator Club","6.99"
"Colombia","Music","Words Hunter","2.99"
"Colombia","New","Butterfly Chocolat","3.99"
"Colombia","New","Chaplin License","2.99"
"Colombia","New","Interview Liaisons","4.99"
"Colombia","New","Redemption Comforts","2.99"
"Colombia","Sci-Fi","Beverly Outlaw","8.99"
"Colombia","Sci-Fi","Express Lonely","2.99"
"Colombia","Sci-Fi","Goodfellas Salute","4.99"
"Colombia","Sci-Fi","Sun Confessions","5.98"
"Colombia","Sci-Fi","Trojan Tomorrow","4.99"
"Colombia","Sci-Fi","Vacation Boondock","3.99"
"Colombia","Sports","Aladdin Calendar","12.98"
"Colombia","Sports","Evolution Alter","2.99"
"Colombia","Sports","Gleaming Jawbreaker","4.99"
"Colombia","Sports","Hysterical Grail","8.99"
"Colombia","Sports","Instinct Airport","2.99"
"Colombia","Sports","Philadelphia Wife","5.99"
"Colombia","Sports","Straight Hours","3.99"
"Colombia","Sports","Talented Homicide","1.99"
"Colombia","Sports","Tourist Pelican","9.99"
"Colombia","Travel","Basic Easy","2.99"
"Colombia","Travel","Cassidy Wyoming","2.99"
"Colombia","Travel","Contact Anonymous","3.99"
"Colombia","Travel","Disciple Mother","0.99"
"Colombia","Travel","Drumline Cyclone","5.99"
"Colombia","Travel","Expecations Natural","6.99"
"Colombia","Travel","Factory Dragon","0.99"
"Colombia","Travel","Madigan Dorado","4.99"
"Colombia","Travel","Worker Tarzan","2.99"
"Congo, The Democratic Republic of the","Action","Campus Remember","5.99"
"Congo, The Democratic Republic of the","Action","Drifter Commandments","4.99"
"Congo, The Democratic Republic of the","Animation","Juggler Hardly","0.99"
"Congo, The Democratic Republic of the","Classics","Core Suit","6.99"
"Congo, The Democratic Republic of the","Classics","Patient Sister","0.99"
"Congo, The Democratic Republic of the","Classics","Right Cranes","5.99"
"Congo, The Democratic Republic of the","Comedy","Airplane Sierra","4.99"
"Congo, The Democratic Republic of the","Comedy","Hurricane Affair","4.99"
"Congo, The Democratic Republic of the","Comedy","Perfect Groove","2.99"
"Congo, The Democratic Republic of the","Comedy","Strictly Scarface","4.99"
"Congo, The Democratic Republic of the","Comedy","Sweden Shining","4.99"
"Congo, The Democratic Republic of the","Documentary","Chicken Hellfighters","6.99"
"Congo, The Democratic Republic of the","Documentary","Expendable Stallion","2.99"
"Congo, The Democratic Republic of the","Drama","Beauty Grease","5.99"
"Congo, The Democratic Republic of the","Drama","Beethoven Exorcist","0.99"
"Congo, The Democratic Republic of the","Drama","Kwai Homeward","0.99"
"Congo, The Democratic Republic of the","Family","Indian Love","5.99"
"Congo, The Democratic Republic of the","Family","Network Peak","5.99"
"Congo, The Democratic Republic of the","Family","Willow Tracy","2.99"
"Congo, The Democratic Republic of the","Foreign","Orange Grapes","0.99"
"Congo, The Democratic Republic of the","Foreign","Shock Cabin","2.99"
"Congo, The Democratic Republic of the","Foreign","Usual Untouchables","4.99"
"Congo, The Democratic Republic of the","Games","Fever Empire","6.99"
"Congo, The Democratic Republic of the","Games","Seven Swarm","4.99"
"Congo, The Democratic Republic of the","Games","Wind Phantom","0.99"
"Congo, The Democratic Republic of the","Horror","Ali Forever","4.99"
"Congo, The Democratic Republic of the","Horror","Arabia Dogma","0.99"
"Congo, The Democratic Republic of the","Horror","Arachnophobia Rollercoaster","5.99"
"Congo, The Democratic Republic of the","Horror","Sleeping Suspects","4.99"
"Congo, The Democratic Republic of the","Music","Deer Virginian","2.99"
"Congo, The Democratic Republic of the","New","Mannequin Worst","2.99"
"Congo, The Democratic Republic of the","Sci-Fi","Chainsaw Uptown","0.99"
"Congo, The Democratic Republic of the","Sci-Fi","Unforgiven Zoolander","0.99"
"Congo, The Democratic Republic of the","Sports","Artist Coldblooded","5.99"
"Congo, The Democratic Republic of the","Travel","Basic Easy","6.99"
"Congo, The Democratic Republic of the","Travel","Drumline Cyclone","0.99"
"Congo, The Democratic Republic of the","Travel","Expecations Natural","4.99"
"Congo, The Democratic Republic of the","Travel","Liaisons Sweet","4.99"
"Congo, The Democratic Republic of the","Travel","Muscle Bright","2.99"
"Congo, The Democratic Republic of the","Travel","Teen Apollo","9.99"
"Congo, The Democratic Republic of the","Travel","Tomatoes Hellfighters","0.99"
"Congo, The Democratic Republic of the","Travel","Valentine Vanishing","1.99"
"Czech Republic","Action","Dream Pickup","5.99"
"Czech Republic","Children","Bear Graceland","3.99"
"Czech Republic","Children","Fargo Gandhi","2.99"
"Czech Republic","Children","Idols Snatchers","2.99"
"Czech Republic","Children","Language Cowboy","2.99"
"Czech Republic","Classics","Iron Moon","4.99"
